Unnamed: 0,time,open,high,low,close,volume,EMA,DIF,DEA,MACD,MinLow,MaxHigh,RSV,K,D,J,MA_5,MA_10,MA_60
0,2021-03-25 10:30:00,3355.07,3381.22,3344.97,3373.8,14014886,3373.8,0.0,0.0,0.0,3344.97,3381.22,79.53103448275968,50.0,50.0,50.0,,,
1,2021-03-25 11:30:00,3373.76,3382.23,3362.19,3366.64,4813183,3373.26962962963,-0.5711680911681469,-0.11423361823362939,-0.9138689458690351,3344.97,3382.23,58.15888352120222,52.71962784040074,50.90654261346691,56.345798294268405,,,
2,2021-03-25 14:00:00,3366.86,3379.2,3364.67,3366.07,4501633,3372.736323731139,-1.057625506286513,-0.30291199584420614,-1.5094270208846137,3344.97,3382.23,56.62909286097756,54.02278284725968,51.9452893580645,58.17776982565002,,,
3,2021-03-25 15:00:00,3365.65,3368.17,3357.56,3363.59,5692642,3372.0588182695733,-1.624535156237016,-0.5672366279227681,-2.114597056628496,3344.97,3382.23,49.973161567365096,52.67290908729481,52.187829267807935,53.64306872626857,,,
4,2021-03-26 10:30:00,3373.32,3395.06,3373.32,3386.7,12234412,3373.143350249605,-0.20664915370525705,-0.49511913307926586,0.5769399587480176,3344.97,3395.06,83.31004192453562,62.885286699708416,55.75364841177476,77.14856327557573,3371.3599999999997,,
5,2021-03-26 11:30:00,3386.89,3415.41,3383.58,3409.77,6847277,3375.8564354163013,2.7469270494598277,0.15329010342855287,5.187273892062549,3344.97,3415.41,91.99318568994907,72.5879196964553,61.36507217333494,95.03361474269605,3378.554,,
6,2021-03-26 14:00:00,3410.61,3418.23,3410.09,3417.56,5675137,3378.945588348427,5.651102968755822,1.2528526764940067,8.796500584523631,3344.97,3418.23,99.08544908544899,81.42042949278652,68.0501912798188,108.16090591872197,3388.738,,
7,2021-03-26 15:00:00,3417.66,3423.22,3411.85,3418.33,7484034,3381.8629521744692,7.923478940069799,2.5869779292091653,10.673002021721267,3344.97,3423.22,93.75079872204489,85.53055256920598,73.87697837628119,108.8377009550556,3399.19,,
8,2021-03-29 10:30:00,3429.63,3447.3,3409.89,3446.5,15205099,3386.650881643027,11.860713915429187,4.44172512645317,14.837977577952035,3344.97,3447.3,99.21821557705445,90.09310690515547,79.28235455257261,111.71461161032116,3415.772,,
9,2021-03-29 11:30:00,3446.88,3449.83,3435.65,3445.4,6557483,3391.002668187988,14.722528053782298,6.497885711918996,16.449284683726603,3357.56,3449.83,95.19887287309002,91.79502889446698,83.45324599987073,108.47859468365945,3427.5119999999997,3399.436,
10,2021-03-29 14:00:00,3446.13,3446.81,3427.08,3432.35,5313308,3394.0654335073964,15.755886389486477,8.349485847432492,14.81280108410797,3357.56,3449.83,81.05559770239512,88.21521849710969,85.04057016561705,94.56451516009497,3432.028,3405.291,
11,2021-03-29 15:00:00,3432.26,3438.53,3428.26,3435.3,5718520,3397.119845840182,16.621270995642135,10.00384287707442,13.234856237135428,3357.56,3449.83,84.25273653408503,86.89439117610146,85.6585105024452,89.366152523414,3435.5759999999996,3412.157,
12,2021-03-30 10:30:00,3432.53,3450.0,3423.32,3449.9,13748191,3401.029486889057,18.27453504894811,11.65798131144916,13.233107474997901,3373.32,3450.0,99.86958789775703,91.21945674998665,87.51215925162568,98.6340517467086,3441.8900000000003,3420.54,
13,2021-03-30 11:30:00,3449.68,3457.63,3444.05,3455.44,6801244,3405.059895267645,19.803507910667122,13.287086631292752,13.03284255874874,3383.58,3457.63,97.0425388251181,93.16048410836379,89.39493420387171,100.69158391734794,3443.678,3429.725,
14,2021-03-30 14:00:00,3455.44,3457.61,3444.03,3444.91,5769348,3408.011754877449,19.935740119583897,14.616817328950981,10.637845581265832,3409.89,3457.63,73.35567658148263,86.5588815994034,88.44958333571562,82.77747812677896,3443.5800000000004,3435.546,
15,2021-03-30 15:00:00,3444.79,3456.68,3444.34,3456.68,6843781,3411.6168100717123,20.751070310392606,15.843667925239306,9.814804770306601,3409.89,3457.63,98.01005446166681,90.37593922015787,89.09170196386303,92.94441373274756,3448.446,3440.237,
16,2021-03-31 10:30:00,3452.21,3452.21,3426.28,3432.47,14368656,3413.161490807141,19.222100285409397,16.519354397273325,5.405491776272143,3409.89,3457.63,47.2978634268953,76.01658062240368,84.73332818337659,58.583085500457855,3447.88,3441.728,
17,2021-03-31 11:30:00,3431.91,3435.62,3420.83,3435.46,5767713,3414.8132322288347,18.043652541784923,16.824214026175646,2.438877031218553,3420.83,3457.63,39.755434782608795,63.92953200913871,77.79872945863062,36.1911371101549,3444.9919999999997,3443.4410000000003,
18,2021-03-31 14:00:00,3435.68,3439.88,3428.77,3439.88,4861186,3416.6700298415135,17.267334195164494,16.912838059973417,0.7089922703821543,3420.83,3457.63,51.76630434782633,59.87512278870125,71.82419390198748,35.97698056212877,3441.88,3442.779,
19,2021-03-31 15:00:00,3439.81,3444.27,3435.7,3441.91,6419854,3418.5396572606605,16.624266154990437,16.855123678976824,-0.4617150479727741,3420.83,3457.63,57.282608695651696,59.0109514243514,67.55311307610879,41.926628120836625,3441.28,3442.4300000000003,
20,2021-04-01 10:30:00,3444.81,3459.73,3438.83,3454.61,12348690,3421.211534500612,16.944093004939077,16.872917544169276,0.14235092153960238,3420.83,3459.73,86.83804627249388,68.28664970706555,67.7976252864277,69.26469854834124,3440.8659999999995,3444.656,
21,2021-04-01 11:30:00,3454.16,3459.23,3445.3,3450.36,5250407,3423.370680093159,16.662543180768353,16.830842671489094,-0.33659898144148315,3420.83,3459.73,75.91259640102861,70.82863193838656,68.80796083708066,74.86997414099838,3444.4440000000004,3446.1619999999994,
22,2021-04-01 14:00:00,3450.29,3453.26,3443.49,3451.37,4838762,3425.4447037899617,16.332638980284628,16.7312019332482,-0.797125905927146,3420.83,3459.73,78.50899742930564,73.38875376869292,70.33489181428475,79.49647767750926,3447.626,3446.3089999999997,
23,2021-04-01 15:00:00,3451.49,3470.03,3451.13,3466.33,6827332,3428.4732442499644,17.0814304017822,16.801247626955,0.5603655496543993,3420.83,3470.03,92.47967479674746,79.75239411137777,73.47405924664909,92.30906384083511,3452.916,3447.3979999999997,
24,2021-04-02 10:30:00,3472.63,3480.78,3462.83,3476.67,13915231,3432.0433743055223,18.29827347672517,17.100652796909035,2.395241359632273,3420.83,3480.78,93.14428690575461,84.21635837617005,77.05482562315608,98.53942388219801,3459.868,3450.5740000000005,
25,2021-04-02 11:30:00,3477.23,3487.59,3475.41,3481.39,6077744,3435.6986799125207,19.419637441688337,17.564449725864897,3.710375431646881,3420.83,3487.59,90.71300179748314,86.38190618327441,80.16385247652886,98.81801359676552,3465.2239999999997,3453.0450000000005,
26,2021-04-02 14:00:00,3482.13,3482.93,3468.87,3472.47,5313483,3438.422481400482,19.365325591541023,17.924624899000122,2.8814013850818014,3428.77,3487.59,74.29445766745954,82.35275667800279,80.8934872103535,85.27129561330139,3469.6459999999997,3457.0449999999996,
27,2021-04-02 15:00:00,3472.42,3484.61,3471.94,3484.39,6488861,3441.827482778224,20.052969291949466,18.350293777589993,3.405351028718947,3435.7,3487.59,93.83310849874687,86.17954061825083,82.65550501298594,93.2276118287806,3476.25,3461.9379999999996,
28,2021-04-06 10:30:00,3491.63,3493.28,3472.53,3482.68,13481486,3444.853595165022,20.226787355893975,18.72559249325079,3.0023897252863705,3438.83,3493.28,80.53259871441632,84.29722665030599,83.20274555875929,86.48618883339938,3479.5199999999995,3466.218,
29,2021-04-06 11:30:00,3483.18,3483.83,3471.76,3473.32,5164711,3446.962217745391,19.385798233845435,18.85763364136972,1.05632918495143,3443.49,3493.28,59.91162884113302,76.16869404724834,80.85806172158897,66.78995869856709,3478.85,3469.3589999999995,
30,2021-04-06 14:00:00,3474.26,3480.56,3472.3,3480.36,4373636,3449.4361275420288,19.067578286556,18.899622570406976,0.33591143229804743,3443.49,3493.28,74.05101425989162,75.46280078479609,79.05964140932467,68.26911953573892,3478.6440000000002,3471.9339999999997,
31,2021-04-06 15:00:00,3480.43,3486.76,3476.63,3482.97,5613132,3451.920118094471,18.809171452792725,18.88153234688413,-0.14472178818280668,3451.13,3493.28,75.53973902728262,75.48844686562492,77.86924322809142,70.72685414069193,3480.7439999999997,3475.1949999999997,
32,2021-04-07 10:30:00,3483.42,3483.42,3456.88,3462.85,14707218,3452.729738976362,16.78735217901476,18.462696313310254,-3.350688268590986,3456.88,3493.28,16.401098901098308,55.79266421078272,70.51038355565518,26.357225521037776,3476.436,3476.343,
33,2021-04-07 11:30:00,3462.73,3464.63,3453.19,3464.54,5360363,3453.604573126261,15.146811697519297,17.799519390152064,-5.305415385265533,3453.19,3493.28,28.311299575953775,46.632209332506406,62.55099214793893,14.794643701641348,3472.808,3476.1639999999998,
34,2021-04-07 14:00:00,3464.42,3471.34,3460.79,3471.34,5594280,3454.9183084502415,14.231324862188103,17.085880484559272,-5.709111244742338,3453.19,3493.28,45.27313544524825,46.179184703420354,57.093722999766065,24.350108110728925,3472.4119999999994,3475.631,
35,2021-04-07 15:00:00,3470.88,3479.63,3469.6,3479.63,6703235,3456.7488041205943,14.013193297615544,16.471343047170528,-4.916299499109968,3453.19,3493.28,65.95160888001985,52.76999276228685,55.65247958727299,47.00501911231456,3472.2659999999996,3475.4550000000004,
36,2021-04-08 10:30:00,3467.49,3480.64,3459.32,3472.39,15135514,3457.9074112227727,13.105048131097192,15.79808406395586,-5.386071865717337,3453.19,3493.28,47.89224245447679,51.14407599301683,54.1496783891876,45.13287120067528,3470.15,3475.447,
37,2021-04-08 11:30:00,3472.5,3490.46,3472.49,3486.19,6281753,3460.0024177988635,13.345047808257277,15.307476812816144,-3.9248580091177345,3453.19,3490.46,88.54306412664346,63.610405370892366,57.30325404975585,76.22470801316541,3474.818,3475.6269999999995,
38,2021-04-08 14:00:00,3486.16,3492.86,3483.08,3491.21,5909774,3462.3140905545033,13.781457266906273,15.002272903634172,-2.4416312734557977,3453.19,3492.86,95.84068565666729,74.35383213281733,62.986780077443015,97.08793624356596,3480.1520000000005,3476.4800000000005,
39,2021-04-08 15:00:00,3490.6,3495.91,3480.37,3482.55,7474090,3463.813046809725,13.275493654544334,14.656917053816205,-2.762846798543741,3453.19,3495.91,68.72659176030025,72.4780853419783,66.15054849895478,85.13315902802535,3482.3940000000002,3477.403,
40,2021-04-09 10:30:00,3475.44,3475.45,3453.67,3458.72,13768748,3463.435784083079,10.826827078994938,13.890899058851952,-6.128143959714027,3453.19,3495.91,12.94475655430658,52.6336424127544,61.644913136887986,34.61110096448722,3478.2119999999995,3475.239,
41,2021-04-09 11:30:00,3458.77,3459.68,3451.1,3456.74,5143147,3462.939800076925,8.62702475252172,12.838124197585907,-8.422198890128374,3451.1,3495.91,12.58647623298344,39.28458701949741,54.19147109775779,9.470818862976643,3475.082,3472.6160000000004,
42,2021-04-09 14:00:00,3456.48,3457.66,3442.14,3446.7,5419342,3461.736851923079,6.004307547991175,11.471360867666961,-10.934106639351572,3442.14,3495.91,8.480565371024637,29.016579803339816,45.799840666285135,-4.549941922550829,3467.184,3471.001,
43,2021-04-09 15:00:00,3445.89,3456.86,3442.21,3450.68,6310984,3460.9178258547026,4.198539851587157,10.016796664451,-11.636513625727687,3442.14,3495.91,15.882462339594507,24.638540648758045,38.74607399377611,-3.576526041278072,3459.078,3469.6149999999993,
44,2021-04-12 10:30:00,3445.97,3456.16,3426.63,3428.34,14078474,3458.504653569169,0.9538097207682767,8.204199275714455,-14.500779109892356,3426.63,3495.91,2.4682448036952116,17.248442033737103,31.580196673763105,-11.415067246314905,3448.236,3465.315,
45,2021-04-12 11:30:00,3428.16,3429.47,3413.93,3422.7,6426504,3455.8524570084896,-2.0491419170043628,6.1535310371706915,-16.405345908350107,3413.93,3495.91,10.697731153939962,15.06487174047139,26.075088362665866,-6.955561503917565,3441.032,3459.6220000000003,
46,2021-04-12 14:00:00,3422.69,3431.64,3415.46,3416.26,5581438,3452.919682415268,-4.892261953241814,3.9443724390881907,-17.67326878466001,3413.93,3495.91,2.842156623567189,10.990633368169988,21.046936697833907,-9.12197329115785,3432.936,3454.0090000000005,
47,2021-04-12 15:00:00,3416.54,3419.06,3403.9,3412.95,7802614,3449.9589651993224,-7.328070962223137,1.689883758825925,-18.035909442098124,3403.9,3495.91,9.835887403542822,10.605718046627599,17.566530480765138,-3.3159068216474807,3426.186,3446.685,
48,2021-04-13 10:30:00,3411.29,3423.76,3406.4,3422.05,12655526,3447.8916344438167,-8.42703162780981,-0.33349931850122205,-16.18706461861718,3403.9,3475.45,25.36687631027276,15.526104134509318,16.886388365346534,12.805535672834885,3420.46,3439.7690000000002,
49,2021-04-13 11:30:00,3422.01,3425.39,3410.83,3412.67,4934260,3445.2826244850157,-9.94026825608671,-2.2548531060183197,-15.370830300136781,3403.9,3459.68,15.722481176048802,15.591563148355812,16.45477995968296,13.86512952570152,3417.326,3432.781,
50,2021-04-13 14:00:00,3412.96,3413.08,3391.24,3395.28,5479586,3441.578726375015,-12.399809565920805,-4.283844397998816,-16.231930335843977,3391.24,3457.66,6.082505269497763,12.421877188736463,15.110479036034127,7.04467349414114,3411.8419999999996,3426.4370000000004,
51,2021-04-13 15:00:00,3395.41,3399.43,3387.9,3396.47,5984613,3438.2373392361246,-14.090563474583178,-6.245188213315689,-15.690750522534977,3387.9,3456.86,12.427494199535534,12.423749525669487,14.214902532579247,8.84144351184997,3407.8840000000005,3420.41,
52,2021-04-14 10:30:00,3397.02,3413.85,3397.02,3409.78,10655318,3436.129388181597,-14.192885614138504,-7.834727693480253,-12.716315841316502,3387.9,3456.16,32.05391151479664,18.967136855378538,15.79898064017901,25.30344928577759,3407.25,3416.718,
53,2021-04-14 11:30:00,3409.55,3413.47,3392.98,3401.72,5312655,3433.5805446125896,-14.754273209356143,-9.218636796655431,-11.071272825401422,3387.9,3431.64,31.595793324187877,23.176689011648318,18.258216764002114,33.01363350694072,3403.184,3411.822,
54,2021-04-14 14:00:00,3402.21,3416.04,3398.62,3416.04,4986578,3432.281245011657,-13.88363074738254,-10.151635586800854,-7.463990321163372,3387.9,3431.64,64.33470507544584,36.89602769958083,24.470820409195017,61.74644228035245,3403.858,3410.5919999999996,
55,2021-04-14 15:00:00,3415.99,3420.03,3409.09,3416.72,5946454,3431.1285601959785,-12.9890404339003,-10.719116556220744,-4.539847755359112,3387.9,3425.39,76.87383302213891,50.221962807100184,33.054534541830066,84.55681933764043,3408.1459999999997,3409.994,
56,2021-04-15 10:30:00,3409.61,3409.61,3383.11,3384.08,11783270,3427.643481662943,-14.743888018107555,-11.524070848598107,-6.439634339018895,3383.11,3425.39,2.2942289498576294,34.24605152135267,33.451706868337595,35.83474082738282,3405.668,3406.7760000000003,
57,2021-04-15 11:30:00,3384.41,3385.16,3373.09,3376.3,4891263,3423.8402607990215,-16.571373868775936,-12.533531452633673,-8.075684832284526,3373.09,3425.39,6.137667304015397,24.876590115573578,30.593334617416254,13.443101111888225,3398.972,3403.111,
58,2021-04-15 14:00:00,3376.67,3395.54,3376.55,3391.89,4542462,3421.4735748139087,-16.57067048831641,-13.34095925977022,-6.45942245709238,3373.09,3420.03,40.05112910097935,29.934769777375504,30.373813004069337,29.056683323987833,3397.006,3400.095,
59,2021-04-15 15:00:00,3391.98,3399.75,3387.36,3398.99,6039923,3419.8081248276935,-15.81489809065397,-13.83574702594697,-3.9583021294139975,3373.09,3420.03,55.17682147422157,38.34878700965753,33.032137672598736,48.98208568377511,3393.596,3398.727,3436.6893333333333
60,2021-04-16 10:30:00,3407.19,3413.11,3394.13,3410.27,12177675,3419.101597062679,-14.142712900568313,-13.89714020087124,-0.4911453993941457,3373.09,3420.03,79.20749893480995,51.968357651375,39.34421099885749,77.21665095641,3392.3059999999996,3400.226,3437.2971666666667
61,2021-04-16 11:30:00,3409.88,3416.09,3401.08,3414.74,5427657,3418.778515798777,-12.314844584683215,-13.580681077633635,2.5316729859008404,3373.09,3420.03,88.73029399232976,64.22233643169325,47.63691947646941,97.39317034214095,3398.4379999999996,3402.053,3438.098833333333
62,2021-04-16 14:00:00,3414.92,3432.63,3413.84,3430.08,5586170,3419.6156627766454,-9.518710210873905,-12.768286904281691,6.499153386815571,3373.09,3432.63,95.71716493113843,74.72061259817497,56.66481718370459,110.83220342711572,3409.1939999999995,3404.083,3439.1656666666668
63,2021-04-16 15:00:00,3430.29,3431.41,3422.91,3426.62,6403606,3420.134502570968,-7.495542707622917,-11.713738064949936,8.436390714654038,3373.09,3432.63,89.90594558280111,79.78239025971702,64.37067487570873,110.60582102773358,3416.1400000000003,3406.5729999999994,3440.2161666666666
64,2021-04-19 10:30:00,3427.55,3466.65,3414.36,3463.85,15003343,3423.372687565711,-2.855106142880686,-9.942011680536087,14.173811075310802,3373.09,3466.65,97.00726806327471,85.52401619423625,71.42178864855123,113.7284712856063,3429.1119999999996,3411.3539999999994,3441.502
65,2021-04-19 11:30:00,3463.84,3473.6,3463.84,3471.17,7044399,3426.9132292275103,1.3970319764234773,-7.674202949144174,18.142469851135303,3373.09,3473.6,97.5823301164065,89.543454168293,77.46234382179848,113.705674861282,3441.292,3416.799,3442.525333333333
66,2021-04-19 14:00:00,3471.41,3472.9,3461.48,3468.91,6351821,3430.024101136584,4.532273728283599,-5.23290761365862,19.530362683884437,3376.55,3473.6,95.16743946419365,91.41811593359321,82.11426785906339,110.02581208265289,3452.1259999999993,3425.282,3443.3811666666666
67,2021-04-19 15:00:00,3468.58,3479.01,3466.85,3477.55,8447682,3433.5445380894294,7.626240642381163,-2.6610779624506637,20.574637209663653,3387.36,3479.01,98.4069830878341,93.74773831834017,85.99209134548897,109.25903226404256,3461.62,3435.407,3444.3681666666666
68,2021-04-20 10:30:00,3467.15,3486.34,3463.46,3481.63,15230345,3437.106424156879,10.288850154653119,-0.07109233902990697,20.71988498736605,3394.13,3486.34,94.89209413295734,94.12919025654588,88.7044576491746,104.97865547128845,3472.6220000000003,3444.381,3444.953666666667
69,2021-04-20 11:30:00,3482.32,3489.8,3474.35,3487.6,6634962,3440.846689034147,12.733927690995642,2.4899116669752033,20.48803204804088,3401.08,3489.8,97.52028854824137,95.25955635377771,90.88949055070897,103.99968795991518,3477.3720000000003,3453.2419999999997,3445.657
70,2021-04-20 14:00:00,3487.6,3494.3,3484.6,3487.06,6353015,3444.2698972538396,14.461393821281035,4.88420809783637,19.15437144688933,3413.84,3494.3,91.0017399950283,93.84028423419457,91.87308844520416,97.77467581217542,3480.55,3460.921,3446.5688333333333
71,2021-04-20 15:00:00,3487.02,3487.02,3470.74,3472.94,7679954,3446.39360856837,14.523637725962999,6.812094023461697,15.423087405002605,3414.36,3494.3,73.27995996997734,86.98684281278884,90.24433990106571,80.47184863623508,3481.3559999999998,3466.7409999999995,3447.1961666666666
72,2021-04-21 10:30:00,3456.3,3467.42,3450.11,3462.52,14780735,3447.5881560818243,13.575667705688375,8.164808759907032,10.821717891562685,3414.36,3494.3,60.24518388791571,78.0729565044978,86.18721210220974,61.844445309073905,3478.35,3469.9849999999997,3447.4064999999996
73,2021-04-21 11:30:00,3462.39,3479.35,3462.39,3478.06,5523657,3449.845329705393,13.917905807117677,9.315428169349161,9.204955275537031,3450.11,3494.3,63.24960398280105,73.13183899726555,81.83542106722834,55.72467485733995,3477.636,3475.129,3447.7834999999995
74,2021-04-21 14:00:00,3478.06,3479.95,3471.28,3475.3,5406639,3451.730860838327,13.807261518412815,10.213794839161892,7.186933358501847,3450.11,3494.3,57.00384702421367,67.75584167291493,77.14222793579053,48.98306914716372,3475.1760000000004,3476.274,3448.29
75,2021-04-21 15:00:00,3475.08,3481.25,3470.05,3472.93,6680381,3453.3011674428953,13.374166858961416,10.845869243121797,5.056595231679239,3450.11,3494.3,51.6406426793385,62.38410867505612,72.22285484887905,42.706616327410245,3472.35,3476.45,3448.5608333333334
76,2021-04-22 10:30:00,3482.83,3485.36,3463.1,3475.36,13989616,3454.9351550397178,13.076281677237603,11.291951729944959,3.568659894585288,3450.11,3494.3,57.13962434940024,60.635947233170825,68.36055231030964,45.186737078893174,3472.834,3477.095,3449.275666666667
77,2021-04-22 11:30:00,3474.73,3478.58,3468.95,3471.23,5808789,3456.1421805923314,12.364419706630997,11.506445325282169,1.715948762697657,3450.11,3494.3,47.79361846571592,56.35517097735252,64.35875853265728,40.34799586674302,3474.5759999999996,3476.4629999999997,3449.871833333333
78,2021-04-22 14:00:00,3472.39,3472.41,3464.14,3466.47,5204262,3456.907204252159,11.286072923885968,11.462370845002928,-0.3525958422339208,3450.11,3494.3,37.02195066757106,49.910764207425366,59.54276042424664,30.64677177378283,3472.2580000000003,3474.947,3450.315
79,2021-04-22 15:00:00,3466.47,3466.47,3456.32,3465.11,6705433,3457.514818751999,10.204108089269994,11.210718293856342,-2.013220409172696,3450.11,3487.02,40.639393118396264,46.820307177748994,55.30194267541409,29.85703618241881,3470.22,3472.6979999999994,3450.701666666667
80,2021-04-23 10:30:00,3462.09,3480.19,3456.33,3476.05,13695773,3458.8877951407394,10.112835263411398,10.991141687767355,-1.7566128487119137,3450.11,3485.36,73.58865248226965,55.743088945922544,55.44899143225024,56.33128397326715,3470.844,3471.597,3451.059
81,2021-04-23 11:30:00,3475.86,3482.36,3465.28,3466.68,6885190,3459.464995500685,9.17861484128889,10.628636318471663,-2.9000429543655457,3456.32,3485.36,35.6749311294755,49.05370300710686,53.31722862386911,40.52665177358236,3469.108,3470.971,3451.3309999999997
82,2021-04-23 14:00:00,3466.68,3469.46,3457.46,3464.54,5192599,3459.8409217598933,8.17136391408485,10.137181837594301,-3.931635847018903,3456.32,3485.36,28.305785123966288,42.13773037939333,49.59072920904385,27.231732720092296,3467.7699999999995,3471.173,3451.5505
83,2021-04-23 15:00:00,3465.15,3474.17,3460.29,3474.17,6528029,3460.902334962864,8.057291376655485,9.72120374540654,-3.327824737502109,3456.32,3485.36,61.4669421487601,48.58080096918225,49.25408646242332,47.23422998270013,3469.31,3470.7840000000006,3451.681166666667
84,2021-04-26 10:30:00,3484.11,3497.12,3472.34,3490.73,16577529,3463.111791632282,9.197122962696085,9.616387588864448,-0.8385292523367269,3456.32,3497.12,84.33823529411785,60.49994574416078,53.00270622300248,75.4944247864774,3474.4339999999997,3472.3269999999998,3451.9155
85,2021-04-26 11:30:00,3491.97,3495.79,3479.65,3480.68,7135554,3464.413140400261,9.183633487797124,9.529836768650984,-0.6924065617077204,3456.32,3497.12,59.705882352940776,60.23525794708745,55.41355679769747,69.8786602458674,3475.3599999999997,3473.102,3451.903666666666
86,2021-04-26 14:00:00,3480.75,3483.15,3453.65,3458.14,6869994,3463.948463333575,7.270345340935819,9.077938483107951,-3.615186284344265,3453.65,3497.12,10.328962502875092,43.599826132349996,51.47564657591497,27.84818524522005,3473.6520000000005,3471.38,3451.6648333333337
87,2021-04-26 15:00:00,3458.25,3458.46,3438.57,3441.17,8233087,3462.2611697533102,4.334745278968512,8.129299842280064,-7.589109126623104,3438.57,3497.12,4.440649017933255,30.54676709421108,44.499353415347,2.641594451939241,3468.978,3468.374,3450.9444999999996
88,2021-04-27 10:30:00,3440.09,3442.03,3421.21,3421.64,14555804,3459.252194216028,0.42742619590035247,6.588925113004122,-12.32299783420754,3421.21,3497.12,0.5664602819125769,20.553331490111578,36.51734610693519,-11.374697743535648,3458.472,3463.8910000000005,3449.927166666667
89,2021-04-27 11:30:00,3421.32,3430.61,3417.26,3422.52,6076540,3456.5312909407667,-2.5685352075965966,4.757433048883978,-14.65193651296115,3417.26,3497.12,6.586526421236896,15.897729800486685,29.64414067145236,-11.595091941444664,3444.8300000000004,3459.632,3449.0804999999996
